product_id,name,template_serial_number,dimensions,final_price,category
1,46025 PRINTY 3.0 C. GRIS C. NEGRO 25mm,3531,,319.26,"Texto , Printy , 46025 , 3"
1,46025 PRINTY 3.0 C. NEGRO C. NEGRO 25mm,45160,,319.26,"Texto , Printy , 46025 , 3"
1,46025 PRINTY 3.0 C. ROJO C. NEGRO 25mm,3532,,319.26,"Texto , Printy , 46025 , 3"
1,46050 PRINTY 2.0 C. NEGRO C. NEGRO 50mm,44929,,671.11,"Texto , Printy , 46050 , 2"
1,4910 PRINTY 4.0 C. NEGRO C. NEGRO 26x9mm,53438,,217.55,"Texto , Printy , 4910 , 4"
1,4910 PRINTY 4.0 BLANCO/NEGRO C.N 26x9mm,53527,,217.54,"Texto , Printy , 4910 , 4"
1,4911 PRINTY TEXTIL 4.0 ROJO C.N 38x14mm,44768,,664.89,"Texto , Printy , 4911 , 4"
1,4917 PRINTY 2.0 C.NEGRO C.NEGRO 50x10mm,6318,,466.55,"Texto , Printy , 4917 , 2"
1,4921 PRINTY 2.0 C.NEGRO C.NEGRO 12x12mm,65712,,312.77,"Texto , Printy , 4921 , 2"
1,4922 PRINTY 2.0 C.NEGRO C.NEGRO 20x20mm,69666,,374.26,"Texto , Printy , 4922 , 2"
1,4923 PRINTY 2.0 C.NEGRO C.NEGRO 30x30mm,69846,,470.38,"Texto , Printy , 4923 , 2"
1,3445 PRINTY LITTLE FELL AZUL C.N 45x30mm,84460,,350.42,"Texto , Printy , 3445 , Little fellow"
1,3445 PRINTY LITTLE FELL NEG C.N 45x30mm,84444,,350.42,"Texto , Printy , 3445 , Little fellow"
1,3445 PRINTY LITTLE FELL ROJO C.N 45x30mm,84454,,350.42,"Texto , Printy , 3445 , Little fellow"
